description.sold_price
170000.0
485000.0
65000.0
71500.0
230000.0
1560000.0
144000.0
58000.0
585000.0
210000.0
318000.0
270000.0
230000.0
188000.0
685000.0
190000.0
285000.0
150000.0
285000.0
745000.0
440000.0
230000.0
186000.0
145000.0
710000.0
345000.0
200000.0
230000.0
100000.0
155000.0
250000.0
162500.0
822500.0
270000.0
305000.0
142000.0
220000.0
395000.0
725000.0
69000.0
165000.0
410000.0
245000.0
225900.0
558000.0
250000.0
178000.0
380000.0
822500.0
220000.0
310000.0
395000.0
670000.0
154000.0
186000.0
106000.0
770000.0
705000.0
525000.0
71500.0
155000.0
459900.0
760000.0
360000.0
289900.0
304000.0
485000.0
1560000.0
525000.0
194900.0
155000.0
275000.0
710000.0
100000.0
186000.0
190000.0
349000.0
125000.0
250000.0
158000.0
267000.0
420000.0
242000.0
240000.0
235000.0
165000.0
155000.0
280000.0
665000.0
93950.0
530000.0
68000.0
232000.0
436000.0
2100000.0
430000.0
154000.0
225000.0
230000.0
360000.0
118000.0
345000.0
2125000.0
635000.0
637500.0
555000.0
100000.0
210000.0
360000.0
200000.0
105000.0
289000.0
490000.0
220000.0
585000.0
323000.0
289000.0
220000.0
232000.0
2125000.0
822500.0
420000.0
135000.0
425000.0
40000.0
230000.0
999999.0
466000.0
822500.0
410000.0
670000.0
180000.0
68000.0
154000.0
390000.0
1437500.0
440000.0
410000.0
57000.0
640000.0
284500.0
1460000.0
180000.0
249900.0
580000.0
219000.0
2300000.0
12500000.0
163000.0
350000.0
240000.0
265300.0
525000.0
325000.0
550000.0
58000.0
1500000.0
205000.0
380000.0
210000.0
496000.0
210000.0
250000.0
10000.0
200000.0
705000.0
60000.0
279000.0
210000.0
585000.0
1400000.0
675000.0
147000.0
220000.0
155000.0
10000.0
240000.0
314000.0
395000.0
71500.0
264900.0
368000.0
162500.0
238000.0
637500.0
122500.0
240000.0
770000.0
244500.0
188000.0
150000.0
1180000.0
550000.0
149900.0
226000.0
279000.0
280000.0
71500.0
2600000.0
165000.0
323000.0
410000.0
200000.0
93950.0
319999.0
390000.0
51860.0
1500000.0
485000.0
120000.0
436000.0
170000.0
1279000.0
161500.0
284900.0
180000.0
910000.0
225000.0
665000.0
287000.0
1460000.0
415000.0
190000.0
310000.0
161500.0
209500.0
2100000.0
289000.0
999999.0
42900.0
1560000.0
420000.0
220000.0
710000.0
420000.0
69000.0
200000.0
1400000.0
240000.0
545900.0
635000.0
1500000.0
496000.0
225000.0
1159000.0
349000.0
105000.0
525000.0
490000.0
440000.0
318000.0
194900.0
144000.0
200000.0
287500.0
118000.0
279000.0
1180000.0
545900.0
200000.0
122500.0
415000.0
525000.0
585000.0
200000.0
420000.0
244500.0
390000.0
267000.0
210000.0
1100000.0
710000.0
149900.0
100000.0
585000.0
368000.0
287000.0
637500.0
240000.0
289000.0
485000.0
2300000.0
51860.0
65000.0
229900.0
238000.0
2300000.0
285000.0
436000.0
1159000.0
190000.0
705000.0
2600000.0
375000.0
178000.0
200000.0
285000.0
242000.0
360000.0
127000.0
1279000.0
640000.0
346000.0
295000.0
93950.0
161500.0
485000.0
285000.0
180000.0
242000.0
275000.0
189000.0
230000.0
2125000.0
2100000.0
395000.0
10000.0
250000.0
250000.0
675000.0
107000.0
2100000.0
125000.0
230000.0
525000.0
100000.0
1180000.0
485000.0
220000.0
142000.0
311500.0
60000.0
140000.0
174632.0
585000.0
2300000.0
219000.0
284500.0
65000.0
280000.0
429000.0
284900.0
328500.0
368000.0
220000.0
410000.0
710000.0
10000.0
490000.0
245000.0
100000.0
1437500.0
225000.0
360000.0
230000.0
271500.0
950000.0
241000.0
270000.0
123000.0
685000.0
137000.0
610000.0
264900.0
220000.0
910000.0
225000.0
235000.0
485000.0
300000.0
249900.0
400000.0
310000.0
209500.0
295000.0
154900.0
460000.0
174632.0
822500.0
335000.0
400000.0
289000.0
158000.0
335000.0
163000.0
186000.0
518444.0
429000.0
144000.0
429000.0
154000.0
364500.0
505000.0
390000.0
240000.0
68000.0
725000.0
295000.0
140000.0
230000.0
235000.0
123000.0
186000.0
289900.0
185000.0
12500000.0
245000.0
68000.0
505000.0
244500.0
170000.0
225900.0
145000.0
364500.0
440000.0
360000.0
120000.0
400000.0
163000.0
247400.0
220000.0
400000.0
670000.0
226000.0
219000.0
158000.0
220000.0
585000.0
246500.0
665000.0
496000.0
155000.0
1925000.0
910000.0
225000.0
229900.0
550000.0
685000.0
106000.0
147000.0
200000.0
220000.0
246500.0
550000.0
430000.0
65000.0
155000.0
910000.0
284900.0
650000.0
165000.0
950000.0
315000.0
343000.0
999999.0
229000.0
285000.0
365000.0
762000.0
194900.0
390000.0
267000.0
762000.0
220000.0
1437500.0
107000.0
525000.0
300000.0
60000.0
310000.0
3999999.0
271500.0
240000.0
105000.0
320000.0
550000.0
178000.0
136000.0
274000.0
365000.0
145000.0
250000.0
762000.0
1460000.0
365000.0
415000.0
360000.0
350000.0
580000.0
328500.0
42900.0
410000.0
123000.0
174632.0
229000.0
1100000.0
69000.0
518444.0
118000.0
