list_price
212
13
52
155
125
42
115
212
125
107
62
91
212
212
212
189
76
212
212
212
212
148
212
84
166
92
93
146
173
212
82
212
212
212
212
123
134
98
212
212
212
134
31
212
212
212
212
212
212
212
212
212
138
17
212
162
212
75
212
46
212
83
212
29
129
212
212
212
84
80
126
161
212
39
212
112
212
81
147
212
101
108
212
212
212
212
212
212
212
212
80
43
188
96
176
52
149
205
212
212
212
212
211
128
99
68
212
212
212
194
212
82
196
208
122
173
212
117
212
87
164
50
212
212
50
212
212
135
212
212
10
91
13
212
212
212
212
141
62
134
212
212
98
187
1
83
212
212
62
175
25
120
212
11
212
175
154
212
212
159
141
88
84
108
110
212
51
212
212
212
212
107
39
212
13
212
212
212
212
212
212
31
83
212
124
54
76
181
50
24
212
212
127
81
56
212
212
212
81
141
206
83
16
212
212
196
212
212
93
43
19
192
212
135
31
212
83
212
212
70
212
212
134
212
212
2
212
105
163
147
212
212
212
77
82
51
212
167
31
69
212
162
156
212
93
212
99
200
212
117
212
179
212
13
212
127
22
70
212
29
212
13
47
76
128
212
212
30
32
10
191
212
128
212
148
212
212
41
13
212
187
137
212
212
161
212
212
38
132
212
162
173
113
212
212
212
212
70
98
125
212
170
212
212
212
212
212
74
212
212
33
212
19
212
131
91
212
99
212
44
76
212
188
212
5
177
206
125
162
212
212
147
212
212
212
96
59
113
212
201
164
22
104
163
212
0
212
134
212
82
31
137
212
103
10
212
212
212
212
212
97
20
202
172
212
212
212
212
212
54
14
212
22
212
187
143
171
212
78
123
118
29
1
103
134
212
212
212
212
212
117
212
118
212
200
212
212
186
11
212
212
13
17
103
99
212
115
101
114
61
212
212
46
212
212
157
52
212
212
212
2
98
212
91
60
53
35
132
135
212
61
212
44
212
54
212
212
212
72
9
196
212
9
21
187
8
212
25
155
178
94
82
46
55
21
212
212
99
91
175
71
212
21
118
181
212
98
46
188
212
185
212
212
212
32
212
146
212
89
212
212
161
211
187
212
74
40
35
147
111
134
212
212
212
62
212
212
212
199
43
212
212
212
94
212
93
212
62
212
123
212
212
212
187
212
212
60
212
26
212
61
41
212
212
212
116
212
212
87
146
28
212
108
123
203
38
50
212
196
114
205
212
212
212
9
118
192
171
137
212
212
212
212
51
14
125
98
212
212
25
12
201
83
212
212
212
212
212
212
212
212
205
212
120
212
174
82
114
212
212
50
212
122
212
118
212
212
212
212
212
212
212
212
93
199
212
89
185
212
212
91
97
73
212
194
212
7
212
30
212
212
62
49
180
158
212
78
96
212
212
201
212
212
212
159
115
212
62
129
212
212
212
194
212
212
207
212
212
141
83
160
147
118
212
22
36
22
184
82
124
48
177
31
203
212
212
212
68
137
8
212
18
212
16
13
82
59
148
212
82
212
186
212
118
90
212
212
212
3
83
212
68
212
104
13
42
212
95
212
118
212
208
212
212
18
212
180
22
212
72
212
48
52
180
143
31
36
212
133
212
197
5
29
212
157
136
212
177
212
127
189
104
212
212
52
118
212
125
70
212
212
212
50
140
76
212
212
212
125
212
76
212
212
93
122
212
127
202
112
212
130
39
212
119
90
212
212
212
212
212
212
212
122
212
109
137
212
212
32
212
212
212
97
212
212
187
209
212
212
212
212
212
136
117
212
212
212
212
20
152
212
172
85
212
212
212
93
212
68
142
161
212
212
212
180
109
212
198
89
212
212
93
180
11
212
93
212
145
54
212
212
212
90
1
88
58
151
212
212
32
131
65
212
99
67
179
12
212
31
88
165
129
212
115
56
72
212
169
84
212
57
212
87
199
99
212
212
212
212
212
212
99
19
125
212
212
12
150
212
118
142
212
212
6
209
61
0
68
212
162
181
140
13
190
151
79
212
32
122
212
32
212
212
212
212
212
212
212
212
212
173
171
212
212
79
212
212
144
180
212
127
98
212
21
212
155
212
83
212
212
71
34
212
68
62
212
38
194
144
4
162
41
113
212
212
203
91
163
212
205
91
97
177
134
212
21
212
180
82
14
98
125
212
11
150
212
212
32
147
38
29
13
212
212
55
212
212
212
212
212
77
212
212
212
212
212
13
212
188
212
101
212
212
212
76
212
212
2
212
55
212
83
212
212
212
118
206
212
8
19
101
75
208
192
188
212
212
212
212
97
212
49
160
212
212
204
212
48
83
212
212
212
27
142
212
167
22
187
208
212
69
110
212
62
158
212
119
91
212
212
212
212
212
58
125
72
212
147
212
58
212
212
212
163
207
69
212
212
61
79
29
212
212
120
212
89
16
101
212
212
10
212
212
79
37
212
183
80
163
13
197
212
212
212
50
212
7
190
31
38
212
108
212
212
212
212
45
68
11
7
212
212
212
166
212
62
86
212
179
212
27
212
212
25
98
212
132
176
139
61
137
212
212
150
212
212
212
22
212
212
36
99
65
212
203
212
212
54
212
82
212
118
212
212
133
212
212
173
187
212
212
212
66
212
212
212
62
49
212
82
212
167
31
212
212
212
149
123
13
212
23
212
99
62
212
112
130
212
137
212
164
183
212
212
133
138
61
40
67
126
212
212
212
63
212
198
212
212
212
212
122
137
2
212
195
206
62
212
212
212
4
137
212
140
107
0
184
13
8
92
204
44
91
33
212
100
212
212
212
212
212
91
210
212
212
212
212
212
23
113
212
212
212
212
212
76
212
212
152
212
136
212
124
91
212
173
212
83
173
212
212
212
101
212
72
114
212
78
50
212
149
82
212
62
200
98
212
212
156
184
212
212
212
212
79
212
212
212
165
212
212
212
212
212
188
122
212
212
57
11
181
120
212
212
1
134
212
128
168
95
79
47
134
70
45
82
93
212
65
153
0
176
107
70
83
212
145
212
138
63
135
21
3
32
212
212
107
87
212
212
212
212
212
31
37
80
14
212
212
212
21
212
212
56
212
212
212
193
204
212
70
132
27
45
212
212
212
98
212
212
162
212
212
50
212
177
72
212
136
168
212
115
212
114
28
212
145
212
56
39
212
212
212
212
212
144
73
103
51
97
20
34
212
212
99
12
125
212
57
212
180
72
176
151
212
137
152
212
212
150
212
98
207
212
212
212
156
25
119
113
212
212
212
31
13
118
212
212
212
212
125
212
94
134
72
212
81
84
212
212
111
25
4
67
212
212
212
62
212
95
212
212
212
93
212
212
162
212
212
137
212
151
87
50
68
20
212
212
169
212
212
135
212
93
212
212
212
212
212
32
40
79
187
104
212
212
103
212
212
212
126
98
147
212
86
145
176
166
212
73
184
72
61
98
63
212
212
32
212
212
131
87
212
212
0
212
212
136
59
212
83
212
206
212
212
59
212
118
150
177
47
212
210
32
204
118
178
187
94
152
202
32
193
212
212
86
212
212
131
212
146
212
61
100
99
212
212
156
42
70
197
130
212
76
46
212
212
212
144
116
96
212
212
212
212
212
153
190
149
212
148
119
68
212
212
211
122
28
40
212
62
212
212
48
212
212
212
212
76
193
212
212
100
212
93
60
22
122
212
68
212
121
201
11
211
212
212
13
168
212
85
129
212
98
114
29
212
212
118
210
212
212
75
212
120
212
51
212
95
212
212
212
70
212
66
212
143
125
134
212
212
177
14
150
64
212
212
138
212
93
212
41
23
154
68
212
212
212
212
212
212
212
91
212
199
79
212
162
200
152
197
212
212
212
212
187
212
83
212
30
158
212
19
212
212
35
98
212
185
212
73
179
212
165
121
142
32
4
88
32
21
113
212
212
16
212
117
212
156
126
212
212
159
212
166
156
189
212
212
212
30
76
23
150
16
116
118
76
66
137
212
154
147
183
212
212
100
170
70
79
212
212
130
32
77
212
114
173
91
189
41
212
40
10
212
212
37
212
212
80
49
93
175
212
183
212
97
69
212
212
212
168
212
212
55
212
24
94
48
162
7
180
63
212
70
212
212
147
212
82
58
212
170
170
212
212
212
208
212
99
3
212
212
212
212
212
212
202
15
125
212
178
212
121
10
74
212
212
212
118
212
212
53
212
5
212
199
212
212
212
20
212
92
127
212
212
212
132
174
212
212
212
187
68
212
212
212
212
171
212
65
212
33
212
75
212
212
212
43
212
212
212
212
212
124
212
212
212
186
212
212
34
212
212
210
212
56
212
190
97
179
212
212
22
212
43
122
82
137
101
137
212
212
212
212
212
212
77
212
212
212
130
212
212
205
137
212
60
212
99
212
212
212
94
212
212
212
30
174
87
11
169
212
212
172
160
212
197
118
90
48
212
212
212
212
212
152
212
212
212
11
117
212
212
212
2
159
21
212
212
212
212
61
70
169
166
212
212
159
2
101
105
63
212
22
212
188
212
212
212
127
212
212
46
21
212
3
212
212
212
212
70
212
102
212
164
212
117
212
212
180
210
155
212
68
32
187
212
125
212
97
201
142
188
212
134
147
182
107
212
134
212
21
73
212
212
207
212
88
5
212
212
212
58
62
212
212
90
212
152
212
106
212
212
189
212
198
212
212
9
212
147
212
143
180
212
93
212
212
70
15
109
212
95
161
97
212
70
121
212
212
212
129
212
34
212
212
70
184
140
212
212
137
94
160
96
